Loan_ID,Borrower_Name,Loan_Amount,Outstanding_Balance,Risk_Rating,Loan_Type,Origination_Date,Maturity_Date,Interest_Rate,Current_Status,Borrower_Industry,Credit_Score,Annual_Income,LTV_Ratio,Collateral_Type,Country,State,Reporting_Date
LN009055,Borrower_9055,11464,321889,Low,Mortgage,2039-10-16,2049-10-16,4.21,Default,Healthcare,470,390257,0.8,Inventory,France,FL,2048-10-15
LN009056,Borrower_9056,21562,491092,Medium,Commercial,2039-10-17,2049-10-17,10.82,Default,Manufacturing,552,155303,0.93,Inventory,Canada,NY,2048-10-16
LN009057,Borrower_9057,374536,456293,Medium,Auto,2039-10-18,2049-10-18,11.16,Current,Technology,831,46461,0.84,Equipment,UK,IL,2048-10-17
LN009058,Borrower_9058,60514,191191,Medium,Personal,2039-10-19,2049-10-19,10.96,Default,Technology,648,407662,0.75,Equipment,Canada,IL,2048-10-18
LN009059,Borrower_9059,380572,143645,Low,Personal,2039-10-20,2049-10-20,9.4,Delinquent,Healthcare,603,129065,0.15,Real Estate,USA,FL,2048-10-19
LN009060,Borrower_9060,117564,153481,High,Auto,2039-10-21,2049-10-21,14.41,Current,Healthcare,676,78477,0.29,Equipment,Canada,CA,2048-10-20
LN009061,Borrower_9061,375191,349114,Low,Commercial,2039-10-22,2049-10-22,8.84,Delinquent,Manufacturing,650,364826,0.94,Equipment,France,OH,2048-10-21
LN009062,Borrower_9062,472435,287608,Medium,Auto,2039-10-23,2049-10-23,8.12,Delinquent,Retail,450,290529,0.66,Equipment,USA,OH,2048-10-22
LN009063,Borrower_9063,37634,250220,High,Personal,2039-10-24,2049-10-24,5.59,Default,Manufacturing,529,351369,0.52,Real Estate,USA,TX,2048-10-23
LN009064,Borrower_9064,267204,437056,Medium,Mortgage,2039-10-25,2049-10-25,3.74,Default,Healthcare,635,260498,0.69,Real Estate,Germany,NC,2048-10-24
LN009065,Borrower_9065,276413,443001,Low,Personal,2039-10-26,2049-10-26,9.35,Default,Retail,574,248046,0.26,Inventory,UK,PA,2048-10-25
LN009066,Borrower_9066,199215,119523,Low,Personal,2039-10-27,2049-10-27,6.44,Delinquent,Technology,503,469685,0.9,None,USA,CA,2048-10-26
LN009067,Borrower_9067,28065,21662,High,Commercial,2039-10-28,2049-10-28,9.05,Current,Technology,527,324051,0.69,Real Estate,Germany,NY,2048-10-27
LN009068,Borrower_9068,270039,281372,Low,Mortgage,2039-10-29,2049-10-29,5.08,Default,Finance,568,70401,0.52,Inventory,France,GA,2048-10-28
LN009069,Borrower_9069,348003,61721,Medium,Personal,2039-10-30,2049-10-30,12.98,Default,Healthcare,478,450000,0.51,Equipment,UK,NC,2048-10-29
LN009070,Borrower_9070,148424,443439,High,Mortgage,2039-10-31,2049-10-31,15.0,Current,Finance,556,96098,0.84,Equipment,Canada,NY,2048-10-30
LN009071,Borrower_9071,447953,139458,Medium,Auto,2039-11-01,2049-11-01,6.53,Delinquent,Manufacturing,814,41763,0.38,None,Canada,NC,2048-10-31
LN009072,Borrower_9072,109127,270006,High,Commercial,2039-11-02,2049-11-02,13.03,Delinquent,Manufacturing,307,39032,0.22,Real Estate,Canada,IL,2048-11-01
LN009073,Borrower_9073,101426,41108,High,Mortgage,2039-11-03,2049-11-03,13.41,Current,Retail,635,290264,0.27,None,USA,TX,2048-11-02
LN009074,Borrower_9074,430232,92788,Medium,Mortgage,2039-11-04,2049-11-04,14.95,Default,Healthcare,339,398948,0.17,Inventory,UK,GA,2048-11-03
LN009075,Borrower_9075,197376,469239,Low,Commercial,2039-11-05,2049-11-05,6.78,Current,Retail,730,388587,0.56,None,France,MI,2048-11-04
LN009076,Borrower_9076,16962,245437,Medium,Auto,2039-11-06,2049-11-06,11.95,Default,Retail,629,449364,0.71,None,Germany,FL,2048-11-05
LN009077,Borrower_9077,38302,238011,Low,Mortgage,2039-11-07,2049-11-07,5.36,Current,Manufacturing,542,67030,0.94,Equipment,UK,MI,2048-11-06
LN009078,Borrower_9078,352526,343284,Low,Commercial,2039-11-08,2049-11-08,10.31,Delinquent,Manufacturing,464,146871,0.78,Equipment,Germany,IL,2048-11-07
LN009079,Borrower_9079,9011,477179,Medium,Personal,2039-11-09,2049-11-09,11.31,Delinquent,Healthcare,779,365938,0.62,Equipment,Germany,NC,2048-11-08
LN009080,Borrower_9080,396860,159273,High,Commercial,2039-11-10,2049-11-10,11.76,Delinquent,Manufacturing,582,424447,0.88,Inventory,Canada,MI,2048-11-09
LN009081,Borrower_9081,24782,331722,Medium,Personal,2039-11-11,2049-11-11,5.09,Delinquent,Healthcare,394,418718,0.9,Inventory,USA,CA,2048-11-10
LN009082,Borrower_9082,203763,50966,High,Mortgage,2039-11-12,2049-11-12,13.11,Current,Finance,430,413099,0.74,Real Estate,USA,MI,2048-11-11
LN009083,Borrower_9083,125654,186846,Low,Mortgage,2039-11-13,2049-11-13,7.76,Current,Technology,508,120836,0.15,Real Estate,France,OH,2048-11-12
LN009084,Borrower_9084,437941,273530,High,Mortgage,2039-11-14,2049-11-14,5.2,Default,Finance,821,273110,0.36,Equipment,France,PA,2048-11-13
LN009085,Borrower_9085,14196,78228,Medium,Auto,2039-11-15,2049-11-15,9.28,Current,Manufacturing,840,189518,0.4,Equipment,Canada,MI,2048-11-14
LN009086,Borrower_9086,48459,147297,High,Auto,2039-11-16,2049-11-16,13.29,Default,Technology,780,210234,1.0,None,Germany,OH,2048-11-15
LN009087,Borrower_9087,92245,410909,Low,Personal,2039-11-17,2049-11-17,14.59,Current,Technology,823,197809,0.52,Real Estate,Canada,IL,2048-11-16
LN009088,Borrower_9088,83863,335341,Low,Commercial,2039-11-18,2049-11-18,11.85,Current,Retail,824,156152,0.79,None,USA,IL,2048-11-17
LN009089,Borrower_9089,390350,44021,High,Personal,2039-11-19,2049-11-19,2.57,Current,Technology,663,277842,0.83,Inventory,USA,NC,2048-11-18
LN009090,Borrower_9090,255463,382059,Low,Commercial,2039-11-20,2049-11-20,4.18,Current,Healthcare,722,281974,0.69,Inventory,Canada,OH,2048-11-19
LN009091,Borrower_9091,368154,150333,Low,Mortgage,2039-11-21,2049-11-21,3.45,Delinquent,Manufacturing,512,276443,0.12,Inventory,UK,MI,2048-11-20
LN009092,Borrower_9092,37769,421594,High,Commercial,2039-11-22,2049-11-22,3.77,Current,Manufacturing,468,268760,0.12,Real Estate,USA,FL,2048-11-21
LN009093,Borrower_9093,374673,380318,Low,Auto,2039-11-23,2049-11-23,7.29,Default,Retail,507,253080,0.84,Inventory,France,TX,2048-11-22
LN009094,Borrower_9094,261433,253646,High,Commercial,2039-11-24,2049-11-24,6.73,Delinquent,Retail,726,340066,0.77,Real Estate,UK,CA,2048-11-23
LN009095,Borrower_9095,29700,87755,High,Commercial,2039-11-25,2049-11-25,3.92,Current,Manufacturing,820,74785,0.58,Equipment,Canada,PA,2048-11-24
LN009096,Borrower_9096,251864,406153,Low,Mortgage,2039-11-26,2049-11-26,13.53,Current,Retail,318,333325,0.32,None,UK,OH,2048-11-25
LN009097,Borrower_9097,216428,67330,High,Mortgage,2039-11-27,2049-11-27,10.19,Default,Technology,785,213636,0.18,None,Germany,CA,2048-11-26
LN009098,Borrower_9098,474643,179438,Low,Auto,2039-11-28,2049-11-28,12.46,Delinquent,Technology,386,240125,0.25,Inventory,UK,CA,2048-11-27
LN009099,Borrower_9099,236237,335466,Low,Commercial,2039-11-29,2049-11-29,7.14,Delinquent,Healthcare,829,208556,0.62,None,Canada,TX,2048-11-28
LN009100,Borrower_9100,272413,365462,Low,Commercial,2039-11-30,2049-11-30,7.63,Delinquent,Retail,536,201415,0.59,Inventory,Germany,FL,2048-11-29
LN009101,Borrower_9101,388775,434376,Medium,Commercial,2039-12-01,2049-12-01,6.47,Delinquent,Manufacturing,473,199589,0.95,Real Estate,France,IL,2048-11-30
LN009102,Borrower_9102,311024,46313,Low,Mortgage,2039-12-02,2049-12-02,7.98,Default,Finance,403,49195,0.96,Inventory,France,FL,2048-12-01
LN009103,Borrower_9103,119003,235729,High,Auto,2039-12-03,2049-12-03,10.13,Current,Manufacturing,536,67590,0.62,Inventory,USA,FL,2048-12-02
LN009104,Borrower_9104,144392,233783,High,Commercial,2039-12-04,2049-12-04,8.66,Current,Finance,401,130122,0.86,None,UK,TX,2048-12-03
LN009105,Borrower_9105,54589,290176,High,Commercial,2039-12-05,2049-12-05,12.97,Delinquent,Finance,470,409191,0.83,None,Canada,OH,2048-12-04
LN009106,Borrower_9106,255606,486179,Medium,Commercial,2039-12-06,2049-12-06,13.75,Default,Healthcare,437,433000,0.78,Real Estate,France,OH,2048-12-05
LN009107,Borrower_9107,212348,149430,Medium,Commercial,2039-12-07,2049-12-07,8.37,Current,Finance,337,121891,0.49,None,France,FL,2048-12-06
LN009108,Borrower_9108,40897,324854,High,Auto,2039-12-08,2049-12-08,5.5,Delinquent,Technology,690,182980,0.45,Real Estate,UK,NY,2048-12-07
LN009109,Borrower_9109,194637,358470,High,Auto,2039-12-09,2049-12-09,14.31,Delinquent,Technology,716,331971,0.34,None,Canada,CA,2048-12-08
LN009110,Borrower_9110,167002,349301,Medium,Auto,2039-12-10,2049-12-10,11.69,Default,Healthcare,323,333375,0.94,Inventory,Canada,FL,2048-12-09
LN009111,Borrower_9111,193305,443037,High,Mortgage,2039-12-11,2049-12-11,10.5,Default,Manufacturing,731,468696,0.85,Equipment,Germany,FL,2048-12-10
LN009112,Borrower_9112,218893,29365,Low,Commercial,2039-12-12,2049-12-12,11.82,Default,Manufacturing,586,144043,0.26,None,France,MI,2048-12-11
LN009113,Borrower_9113,281524,276333,Low,Commercial,2039-12-13,2049-12-13,3.45,Delinquent,Manufacturing,381,222641,0.33,None,UK,CA,2048-12-12
LN009114,Borrower_9114,212968,470965,High,Commercial,2039-12-14,2049-12-14,3.35,Default,Manufacturing,554,183772,0.62,None,France,NY,2048-12-13
LN009115,Borrower_9115,75934,8248,Low,Commercial,2039-12-15,2049-12-15,4.41,Delinquent,Technology,834,428862,0.47,Real Estate,UK,GA,2048-12-14
LN009116,Borrower_9116,60830,5369,High,Personal,2039-12-16,2049-12-16,4.34,Current,Technology,626,174094,0.29,Real Estate,USA,PA,2048-12-15
LN009117,Borrower_9117,272673,457979,Medium,Auto,2039-12-17,2049-12-17,7.76,Delinquent,Healthcare,797,180423,0.81,None,UK,NY,2048-12-16
LN009118,Borrower_9118,257364,402266,High,Personal,2039-12-18,2049-12-18,4.47,Delinquent,Healthcare,698,134026,0.1,Real Estate,Canada,PA,2048-12-17
LN009119,Borrower_9119,361742,291749,Medium,Personal,2039-12-19,2049-12-19,13.18,Current,Healthcare,849,37325,0.41,Real Estate,USA,GA,2048-12-18
LN009120,Borrower_9120,238294,312760,Low,Mortgage,2039-12-20,2049-12-20,9.73,Default,Manufacturing,455,430022,0.94,Real Estate,UK,GA,2048-12-19
LN009121,Borrower_9121,87987,448695,Low,Mortgage,2039-12-21,2049-12-21,7.1,Default,Manufacturing,426,344158,0.78,Real Estate,France,IL,2048-12-20
LN009122,Borrower_9122,54178,366863,Low,Commercial,2039-12-22,2049-12-22,3.37,Delinquent,Technology,576,410876,0.46,Real Estate,Germany,NY,2048-12-21
LN009123,Borrower_9123,143009,475150,High,Personal,2039-12-23,2049-12-23,9.89,Delinquent,Technology,326,278287,0.94,Inventory,France,IL,2048-12-22
LN009124,Borrower_9124,389096,172955,Medium,Personal,2039-12-24,2049-12-24,3.96,Current,Retail,320,86870,0.91,None,USA,NC,2048-12-23
LN009125,Borrower_9125,44886,34055,Medium,Auto,2039-12-25,2049-12-25,11.79,Default,Retail,825,147783,0.15,Equipment,USA,IL,2048-12-24
LN009126,Borrower_9126,54699,200803,Low,Personal,2039-12-26,2049-12-26,12.53,Current,Manufacturing,540,480700,0.22,None,USA,CA,2048-12-25
LN009127,Borrower_9127,81396,485203,Low,Mortgage,2039-12-27,2049-12-27,9.3,Delinquent,Technology,406,449274,0.45,Equipment,UK,TX,2048-12-26
LN009128,Borrower_9128,95678,379824,Medium,Personal,2039-12-28,2049-12-28,4.37,Delinquent,Manufacturing,839,424874,0.94,Equipment,Canada,FL,2048-12-27
LN009129,Borrower_9129,30279,270594,High,Mortgage,2039-12-29,2049-12-29,12.34,Current,Finance,520,354176,0.86,Real Estate,USA,TX,2048-12-28
LN009130,Borrower_9130,436322,134997,Low,Commercial,2039-12-30,2049-12-30,6.35,Current,Retail,366,175888,0.14,None,Canada,TX,2048-12-29
LN009131,Borrower_9131,115776,474267,High,Mortgage,2039-12-31,2049-12-31,5.28,Default,Healthcare,541,212294,0.56,None,USA,TX,2048-12-30
LN009132,Borrower_9132,106444,51272,Low,Commercial,2040-01-01,2050-01-01,8.38,Current,Manufacturing,823,195313,0.75,Real Estate,Germany,CA,2048-12-31
LN009133,Borrower_9133,373444,6310,Low,Auto,2040-01-02,2050-01-02,14.03,Default,Finance,695,223283,0.35,Equipment,France,PA,2049-01-01
LN009134,Borrower_9134,118793,32817,High,Commercial,2040-01-03,2050-01-03,6.22,Default,Healthcare,502,165365,0.75,Inventory,UK,GA,2049-01-02
LN009135,Borrower_9135,383422,487160,High,Personal,2040-01-04,2050-01-04,13.82,Current,Finance,519,252543,0.43,Real Estate,Germany,NY,2049-01-03
LN009136,Borrower_9136,215809,438744,High,Mortgage,2040-01-05,2050-01-05,3.17,Current,Technology,718,207220,0.35,Equipment,Germany,CA,2049-01-04
LN009137,Borrower_9137,176616,449995,High,Commercial,2040-01-06,2050-01-06,3.54,Default,Technology,525,497210,0.45,Equipment,Canada,NC,2049-01-05
LN009138,Borrower_9138,370391,216888,Medium,Commercial,2040-01-07,2050-01-07,11.23,Current,Technology,513,274245,0.96,Equipment,Germany,PA,2049-01-06
LN009139,Borrower_9139,247262,83641,Medium,Commercial,2040-01-08,2050-01-08,4.88,Default,Healthcare,658,102905,0.91,Equipment,UK,NY,2049-01-07
LN009140,Borrower_9140,13997,216155,Low,Commercial,2040-01-09,2050-01-09,6.46,Default,Healthcare,800,150390,0.92,Inventory,USA,NC,2049-01-08
LN009141,Borrower_9141,111102,208382,Low,Commercial,2040-01-10,2050-01-10,4.2,Delinquent,Technology,770,161665,0.93,Real Estate,France,OH,2049-01-09
LN009142,Borrower_9142,352855,16457,Low,Commercial,2040-01-11,2050-01-11,6.65,Default,Healthcare,318,155243,0.26,Inventory,UK,TX,2049-01-10
LN009143,Borrower_9143,383189,43311,Medium,Mortgage,2040-01-12,2050-01-12,6.01,Delinquent,Technology,650,93482,0.91,None,France,PA,2049-01-11
LN009144,Borrower_9144,45860,398196,High,Personal,2040-01-13,2050-01-13,11.7,Current,Manufacturing,614,294083,0.29,Inventory,Germany,TX,2049-01-12
LN009145,Borrower_9145,270369,152958,Low,Personal,2040-01-14,2050-01-14,11.28,Default,Technology,513,467391,0.85,None,UK,PA,2049-01-13
LN009146,Borrower_9146,115114,471328,Medium,Commercial,2040-01-15,2050-01-15,14.44,Default,Retail,791,406278,0.59,Real Estate,Canada,FL,2049-01-14
LN009147,Borrower_9147,457686,445093,Low,Mortgage,2040-01-16,2050-01-16,11.56,Current,Manufacturing,521,400900,0.32,Inventory,France,GA,2049-01-15
LN009148,Borrower_9148,118218,124573,Medium,Commercial,2040-01-17,2050-01-17,11.19,Current,Technology,568,248202,0.46,None,Canada,TX,2049-01-16
LN009149,Borrower_9149,367908,360571,High,Auto,2040-01-18,2050-01-18,11.18,Current,Retail,383,263389,0.49,Real Estate,France,IL,2049-01-17
LN009150,Borrower_9150,112041,299325,Medium,Personal,2040-01-19,2050-01-19,13.54,Default,Technology,343,74651,0.76,Real Estate,Germany,PA,2049-01-18
LN009151,Borrower_9151,379368,165334,High,Commercial,2040-01-20,2050-01-20,6.2,Current,Manufacturing,460,445743,0.65,Equipment,France,NC,2049-01-19
LN009152,Borrower_9152,330800,395163,Low,Mortgage,2040-01-21,2050-01-21,6.25,Current,Technology,676,153161,0.84,None,USA,NY,2049-01-20
LN009153,Borrower_9153,450096,394238,High,Personal,2040-01-22,2050-01-22,11.77,Delinquent,Healthcare,607,462782,0.46,Inventory,USA,OH,2049-01-21
LN009154,Borrower_9154,197150,264272,Medium,Mortgage,2040-01-23,2050-01-23,5.36,Delinquent,Technology,416,325384,0.77,Inventory,France,GA,2049-01-22
LN009155,Borrower_9155,486862,80522,Low,Auto,2040-01-24,2050-01-24,13.9,Default,Manufacturing,638,84325,0.81,Real Estate,France,PA,2049-01-23
LN009156,Borrower_9156,81290,164394,Low,Commercial,2040-01-25,2050-01-25,9.18,Current,Finance,624,52268,0.16,Equipment,Germany,NC,2049-01-24
LN009157,Borrower_9157,61633,49929,Medium,Auto,2040-01-26,2050-01-26,6.25,Current,Technology,304,146499,0.44,Equipment,USA,FL,2049-01-25
LN009158,Borrower_9158,293799,82696,High,Personal,2040-01-27,2050-01-27,12.2,Delinquent,Healthcare,720,163434,0.9,Equipment,Canada,OH,2049-01-26
LN009159,Borrower_9159,126118,378389,Medium,Commercial,2040-01-28,2050-01-28,6.4,Default,Manufacturing,370,404650,0.73,Real Estate,UK,FL,2049-01-27
LN009160,Borrower_9160,179673,272952,High,Personal,2040-01-29,2050-01-29,14.54,Current,Retail,403,53403,0.48,Real Estate,Canada,GA,2049-01-28
LN009161,Borrower_9161,8114,96148,High,Commercial,2040-01-30,2050-01-30,14.79,Default,Finance,355,274845,0.26,None,UK,MI,2049-01-29
LN009162,Borrower_9162,293646,447098,Low,Mortgage,2040-01-31,2050-01-31,10.83,Delinquent,Technology,606,203599,0.19,Inventory,UK,NY,2049-01-30
LN009163,Borrower_9163,54768,284869,High,Personal,2040-02-01,2050-02-01,3.92,Current,Manufacturing,795,258841,0.31,Inventory,UK,TX,2049-01-31
LN009164,Borrower_9164,315272,335678,Low,Auto,2040-02-02,2050-02-02,5.79,Delinquent,Healthcare,469,169907,0.32,None,France,NY,2049-02-01
LN009165,Borrower_9165,418244,303094,Medium,Auto,2040-02-03,2050-02-03,8.94,Delinquent,Healthcare,440,117948,0.43,None,USA,NY,2049-02-02
LN009166,Borrower_9166,453781,221026,Medium,Mortgage,2040-02-04,2050-02-04,13.14,Delinquent,Manufacturing,333,275506,0.26,Real Estate,Germany,OH,2049-02-03
LN009167,Borrower_9167,88123,84576,Low,Mortgage,2040-02-05,2050-02-05,4.81,Current,Healthcare,655,168092,0.23,Inventory,Germany,OH,2049-02-04
LN009168,Borrower_9168,113255,21557,Low,Auto,2040-02-06,2050-02-06,3.81,Default,Finance,717,456701,0.86,Inventory,Germany,GA,2049-02-05
LN009169,Borrower_9169,171405,22825,High,Mortgage,2040-02-07,2050-02-07,3.43,Current,Retail,352,305061,0.32,Inventory,USA,NY,2049-02-06
LN009170,Borrower_9170,8174,272142,Low,Commercial,2040-02-08,2050-02-08,8.84,Delinquent,Healthcare,302,336215,0.61,Real Estate,France,CA,2049-02-07
LN009171,Borrower_9171,122769,37080,Medium,Auto,2040-02-09,2050-02-09,13.56,Default,Healthcare,629,166640,0.28,Real Estate,Germany,GA,2049-02-08
LN009172,Borrower_9172,302542,259815,Low,Personal,2040-02-10,2050-02-10,3.03,Delinquent,Retail,448,426142,0.54,None,France,GA,2049-02-09
LN009173,Borrower_9173,434145,189869,Low,Auto,2040-02-11,2050-02-11,5.15,Current,Finance,805,168945,0.35,Real Estate,Canada,NC,2049-02-10
LN009174,Borrower_9174,140393,147874,Low,Mortgage,2040-02-12,2050-02-12,11.17,Default,Finance,600,475267,0.18,Real Estate,USA,CA,2049-02-11
LN009175,Borrower_9175,390693,405383,High,Commercial,2040-02-13,2050-02-13,12.82,Current,Finance,432,294294,0.98,Inventory,Canada,FL,2049-02-12
LN009176,Borrower_9176,232043,494844,Low,Personal,2040-02-14,2050-02-14,12.59,Default,Healthcare,558,383259,0.51,Inventory,USA,OH,2049-02-13
LN009177,Borrower_9177,247580,43407,High,Auto,2040-02-15,2050-02-15,12.31,Delinquent,Healthcare,575,72625,0.45,None,France,NY,2049-02-14
LN009178,Borrower_9178,191493,121283,High,Auto,2040-02-16,2050-02-16,4.12,Delinquent,Finance,360,27914,0.28,Real Estate,France,CA,2049-02-15
LN009179,Borrower_9179,77635,14338,Low,Personal,2040-02-17,2050-02-17,7.47,Delinquent,Healthcare,446,494315,0.55,Inventory,Canada,IL,2049-02-16
LN009180,Borrower_9180,290904,77289,High,Commercial,2040-02-18,2050-02-18,14.81,Current,Technology,795,399177,0.67,Inventory,USA,NC,2049-02-17
LN009181,Borrower_9181,409576,465736,Low,Mortgage,2040-02-19,2050-02-19,14.86,Current,Healthcare,715,120923,0.37,None,Germany,CA,2049-02-18
LN009182,Borrower_9182,146385,150967,Medium,Mortgage,2040-02-20,2050-02-20,10.03,Delinquent,Finance,430,377631,0.53,Inventory,Germany,PA,2049-02-19
LN009183,Borrower_9183,397818,179982,Medium,Mortgage,2040-02-21,2050-02-21,11.37,Delinquent,Manufacturing,527,368215,0.31,None,UK,NY,2049-02-20
LN009184,Borrower_9184,247878,394173,High,Mortgage,2040-02-22,2050-02-22,14.39,Default,Finance,393,134946,0.57,Inventory,Canada,PA,2049-02-21
LN009185,Borrower_9185,222070,110367,Medium,Personal,2040-02-23,2050-02-23,8.12,Default,Manufacturing,397,81934,0.81,None,France,IL,2049-02-22
LN009186,Borrower_9186,404017,329042,Low,Commercial,2040-02-24,2050-02-24,4.21,Current,Healthcare,486,109553,0.15,None,Canada,GA,2049-02-23
LN009187,Borrower_9187,281274,397670,High,Commercial,2040-02-25,2050-02-25,10.86,Default,Healthcare,724,469487,0.57,None,Germany,MI,2049-02-24
LN009188,Borrower_9188,412487,118486,Low,Auto,2040-02-26,2050-02-26,14.5,Current,Manufacturing,838,386634,0.46,Equipment,UK,MI,2049-02-25
LN009189,Borrower_9189,414291,349684,High,Auto,2040-02-27,2050-02-27,11.22,Current,Finance,473,175561,0.17,Equipment,USA,NC,2049-02-26
LN009190,Borrower_9190,374359,455013,High,Commercial,2040-02-28,2050-02-28,12.54,Default,Retail,826,471720,0.95,Real Estate,Germany,GA,2049-02-27
LN009191,Borrower_9191,155056,495775,High,Auto,2040-02-29,2050-03-01,7.78,Default,Retail,784,159603,0.33,Real Estate,Germany,IL,2049-02-28
LN009192,Borrower_9192,355239,215209,High,Commercial,2040-03-01,2050-03-02,3.71,Default,Finance,468,276273,0.61,Inventory,Canada,NC,2049-03-01
LN009193,Borrower_9193,328086,444853,Medium,Personal,2040-03-02,2050-03-03,4.61,Delinquent,Healthcare,729,80760,0.44,Equipment,USA,NC,2049-03-02
LN009194,Borrower_9194,148933,257055,Medium,Personal,2040-03-03,2050-03-04,14.78,Delinquent,Manufacturing,431,248089,0.34,None,Germany,OH,2049-03-03
LN009195,Borrower_9195,103970,137421,Medium,Mortgage,2040-03-04,2050-03-05,8.66,Default,Manufacturing,423,352820,0.57,Real Estate,UK,TX,2049-03-04
LN009196,Borrower_9196,87203,388560,High,Commercial,2040-03-05,2050-03-06,2.65,Delinquent,Finance,473,236044,0.72,Real Estate,France,PA,2049-03-05
LN009197,Borrower_9197,469592,303107,Medium,Personal,2040-03-06,2050-03-07,14.44,Current,Finance,686,292918,0.81,None,Germany,MI,2049-03-06
LN009198,Borrower_9198,197319,469799,High,Commercial,2040-03-07,2050-03-08,8.72,Delinquent,Technology,440,106921,0.67,None,Canada,FL,2049-03-07
LN009199,Borrower_9199,205173,401966,Medium,Auto,2040-03-08,2050-03-09,12.95,Delinquent,Manufacturing,739,51220,0.57,Equipment,Germany,NC,2049-03-08
LN009200,Borrower_9200,157049,358073,High,Commercial,2040-03-09,2050-03-10,9.36,Delinquent,Technology,671,37323,0.8,None,Canada,NY,2049-03-09
LN009201,Borrower_9201,448833,154535,Medium,Mortgage,2040-03-10,2050-03-11,3.77,Current,Healthcare,586,402709,0.57,Real Estate,USA,TX,2049-03-10
LN009202,Borrower_9202,455689,75935,Medium,Mortgage,2040-03-11,2050-03-12,10.19,Current,Manufacturing,390,453956,0.98,Real Estate,Germany,OH,2049-03-11
LN009203,Borrower_9203,222726,190864,Medium,Personal,2040-03-12,2050-03-13,14.97,Default,Finance,508,74967,0.57,Equipment,UK,NC,2049-03-12
LN009204,Borrower_9204,355321,276830,High,Auto,2040-03-13,2050-03-14,2.93,Delinquent,Finance,846,100826,0.39,Inventory,Germany,PA,2049-03-13
LN009205,Borrower_9205,77902,64528,High,Auto,2040-03-14,2050-03-15,13.02,Delinquent,Healthcare,451,284843,0.5,Equipment,France,NY,2049-03-14
LN009206,Borrower_9206,97172,100811,Medium,Commercial,2040-03-15,2050-03-16,5.44,Current,Retail,520,255002,0.54,Real Estate,UK,PA,2049-03-15
LN009207,Borrower_9207,151702,285931,High,Auto,2040-03-16,2050-03-17,7.42,Delinquent,Technology,599,245763,0.36,Equipment,France,PA,2049-03-16
LN009208,Borrower_9208,25056,408992,Low,Mortgage,2040-03-17,2050-03-18,7.16,Current,Finance,654,106018,0.24,Inventory,Germany,CA,2049-03-17
LN009209,Borrower_9209,143454,378757,Medium,Personal,2040-03-18,2050-03-19,13.73,Delinquent,Manufacturing,491,241858,0.49,Real Estate,UK,PA,2049-03-18
LN009210,Borrower_9210,60739,489279,Medium,Personal,2040-03-19,2050-03-20,8.81,Default,Manufacturing,709,465793,0.91,None,UK,GA,2049-03-19
LN009211,Borrower_9211,348829,189499,Low,Personal,2040-03-20,2050-03-21,8.09,Current,Manufacturing,656,391431,0.33,Real Estate,France,MI,2049-03-20
LN009212,Borrower_9212,53639,261141,High,Auto,2040-03-21,2050-03-22,12.73,Current,Healthcare,543,262524,0.43,None,USA,TX,2049-03-21
LN009213,Borrower_9213,458054,105887,High,Auto,2040-03-22,2050-03-23,3.11,Current,Retail,357,290493,0.78,Real Estate,France,TX,2049-03-22
LN009214,Borrower_9214,444257,62086,High,Mortgage,2040-03-23,2050-03-24,3.58,Delinquent,Technology,325,288870,0.17,Inventory,UK,IL,2049-03-23
LN009215,Borrower_9215,268136,365375,Medium,Commercial,2040-03-24,2050-03-25,2.77,Default,Manufacturing,785,82325,0.84,None,Germany,OH,2049-03-24
LN009216,Borrower_9216,77394,256494,Medium,Commercial,2040-03-25,2050-03-26,11.1,Current,Manufacturing,416,36065,0.75,Real Estate,Germany,NY,2049-03-25
LN009217,Borrower_9217,334801,64308,Medium,Personal,2040-03-26,2050-03-27,9.07,Default,Finance,541,93617,0.59,None,USA,TX,2049-03-26
LN009218,Borrower_9218,294304,278941,Medium,Personal,2040-03-27,2050-03-28,13.45,Current,Retail,529,232505,0.29,Real Estate,Germany,PA,2049-03-27
LN009219,Borrower_9219,312300,496751,Medium,Auto,2040-03-28,2050-03-29,8.73,Default,Finance,392,192496,0.18,Inventory,UK,CA,2049-03-28
LN009220,Borrower_9220,187447,268446,High,Personal,2040-03-29,2050-03-30,5.27,Delinquent,Healthcare,520,79565,0.31,Equipment,Germany,CA,2049-03-29
LN009221,Borrower_9221,353586,457388,Low,Mortgage,2040-03-30,2050-03-31,12.56,Delinquent,Healthcare,526,182699,0.79,Inventory,UK,IL,2049-03-30
LN009222,Borrower_9222,155644,39059,High,Mortgage,2040-03-31,2050-04-01,6.18,Default,Technology,425,406745,0.94,Equipment,Germany,IL,2049-03-31
LN009223,Borrower_9223,385069,132980,High,Personal,2040-04-01,2050-04-02,14.2,Default,Healthcare,589,32785,0.76,Real Estate,USA,TX,2049-04-01
LN009224,Borrower_9224,9136,192324,Medium,Personal,2040-04-02,2050-04-03,5.63,Delinquent,Technology,798,305496,0.57,Inventory,Germany,NC,2049-04-02
LN009225,Borrower_9225,66868,474875,Low,Personal,2040-04-03,2050-04-04,4.6,Default,Finance,771,86975,0.96,Inventory,Canada,FL,2049-04-03
