CustomerID,ObligorName,Country,IndustryCode,LoanAmount,InterestRate,LoanMaturityDate,RiskRating,NetSales,NetIncome,TotalAssets,TotalLiabilities
CUST007303,Company_7303,DE,551111,15935855,6.18,2044-12-29,AAA,27738657,3437293,218203028,227176674
CUST007304,Company_7304,CA,551111,32215772,6.5,2044-12-30,A,22984595,18879129,195047252,11414339
CUST007305,Company_7305,FR,5411,48802364,1.9,2044-12-31,CCC,12594384,787701,463311615,146015863
CUST007306,Company_7306,CA,2361,42380477,5.09,2045-01-01,CCC,72879753,8099495,326753229,33142365
CUST007307,Company_7307,US,52,41801526,7.58,2045-01-02,A,48877270,17303699,320460472,289468664
CUST007308,Company_7308,UK,5411,10633553,6.88,2045-01-03,BBB,31913897,19534798,440193803,252414905
CUST007309,Company_7309,US,5411,43890494,6.19,2045-01-04,B,90648728,11587434,123388761,247115462
CUST007310,Company_7310,US,2361,45290777,9.88,2045-01-05,B,69933022,8378731,220606002,74482882
CUST007311,Company_7311,UK,551111,8046244,5.14,2045-01-06,AAA,94597288,-1527227,73120501,78870835
CUST007312,Company_7312,UK,52,35057943,8.45,2045-01-07,A,15454771,7676135,240431035,91599131
CUST007313,Company_7313,CA,551111,48556454,3.36,2045-01-08,A,93502223,5628119,54525474,212548581
CUST007314,Company_7314,CA,5312,15681542,3.01,2045-01-09,AAA,36706931,-4487798,465309644,74651457
CUST007315,Company_7315,FR,2361,28749333,3.45,2045-01-10,A,81567421,-4953796,403284981,284131609
CUST007316,Company_7316,UK,551111,24786684,8.31,2045-01-11,AAA,17729890,9238196,30598121,192806647
CUST007317,Company_7317,FR,52,26528634,6.18,2045-01-12,CCC,24194005,10488324,340224351,121092444
CUST007318,Company_7318,UK,5312,36650292,9.4,2045-01-13,A,69682965,4224552,475675514,187509741
CUST007319,Company_7319,CA,52,13377135,3.97,2045-01-14,BB,61852548,15314150,44816473,201439761
CUST007320,Company_7320,FR,52,40376283,4.49,2045-01-15,B,84810606,19410845,233963671,137530362
CUST007321,Company_7321,FR,551111,25016282,6.32,2045-01-16,BBB,9008234,13570639,48618437,261988532
CUST007322,Company_7322,CA,5411,46498930,4.79,2045-01-17,AA,65155625,-4079131,202720386,86047536
CUST007323,Company_7323,UK,5411,20251082,4.12,2045-01-18,AAA,54773299,18696578,206576242,74670973
CUST007324,Company_7324,US,2361,5843697,4.29,2045-01-19,BBB,21295531,-2610352,123417158,27139588
CUST007325,Company_7325,US,5312,33378121,9.5,2045-01-20,B,39147554,12833350,218133586,51583909
CUST007326,Company_7326,FR,2361,17600379,6.77,2045-01-21,BB,34078495,7419211,11771760,159005616
CUST007327,Company_7327,US,52,37899007,1.69,2045-01-22,B,91517877,6642875,495512801,108626595
CUST007328,Company_7328,UK,52,28624543,7.29,2045-01-23,AAA,22970524,6744181,433724748,148243094
CUST007329,Company_7329,DE,5411,45129684,4.01,2045-01-24,AAA,75016125,4701513,355955525,194021294
CUST007330,Company_7330,US,2361,41628801,9.5,2045-01-25,AAA,88572131,1394568,400368332,154926524
CUST007331,Company_7331,DE,5411,26832993,2.35,2045-01-26,CCC,53835098,-3857614,407088480,227260899
CUST007332,Company_7332,UK,2361,6448541,2.6,2045-01-27,A,51836629,225400,421666959,213582386
CUST007333,Company_7333,US,5411,33090655,2.59,2045-01-28,BB,45476523,2546804,460058303,197718161
CUST007334,Company_7334,US,551111,41548652,5.83,2045-01-29,BBB,13205727,11014410,360796797,51713062
CUST007335,Company_7335,FR,2361,4692569,8.61,2045-01-30,BBB,28863494,14391153,285920343,7991123
CUST007336,Company_7336,FR,5312,20983406,9.49,2045-01-31,AAA,21059963,15568988,316195195,299747317
CUST007337,Company_7337,US,2361,40311316,7.33,2045-02-01,B,67279922,-1703052,242173592,190277265
CUST007338,Company_7338,US,52,10768713,9.32,2045-02-02,B,11345651,10085858,402733613,211584825
CUST007339,Company_7339,UK,5411,1456909,8.26,2045-02-03,AAA,93459241,14248100,122481033,189629848
CUST007340,Company_7340,CA,5411,6339874,4.93,2045-02-04,CCC,41957256,14343115,23542546,208225018
CUST007341,Company_7341,US,2361,35718327,8.93,2045-02-05,BBB,95053085,1769736,109359810,50705998
CUST007342,Company_7342,FR,2361,15489379,7.6,2045-02-06,BB,81621901,-4311723,234094657,52964304
CUST007343,Company_7343,US,52,7901178,3.39,2045-02-07,AA,71463131,19492801,385847671,93075598
CUST007344,Company_7344,UK,5411,25899843,4.96,2045-02-08,AAA,66521721,18283576,290739187,157560281
CUST007345,Company_7345,DE,52,3001856,9.63,2045-02-09,AAA,46522924,2452799,351706409,149947594
CUST007346,Company_7346,FR,5312,47498085,3.74,2045-02-10,AAA,79538744,18868838,272617609,293964943
CUST007347,Company_7347,CA,52,34241621,2.14,2045-02-11,A,15915318,16078237,205615759,125941526
CUST007348,Company_7348,UK,52,45690468,3.43,2045-02-12,BB,54709392,4910672,133265011,213722370
CUST007349,Company_7349,CA,5411,44512502,3.09,2045-02-13,BB,77589556,18103854,369064867,88942981
CUST007350,Company_7350,FR,5411,16342102,3.57,2045-02-14,BBB,54630397,3859678,306917163,214664040
CUST007351,Company_7351,CA,5411,15345587,8.64,2045-02-15,BB,27510672,14581955,265710698,87723406
CUST007352,Company_7352,CA,551111,36889824,6.98,2045-02-16,A,38326551,12948263,472123410,266663674
CUST007353,Company_7353,CA,5411,1637482,9.34,2045-02-17,AAA,53223845,2579326,298664549,141524166
CUST007354,Company_7354,DE,52,13677450,4.72,2045-02-18,BBB,43724034,-113176,92566446,250073762
CUST007355,Company_7355,US,551111,19212214,5.81,2045-02-19,B,78891961,13796546,429530103,268267530
CUST007356,Company_7356,CA,551111,26288899,8.49,2045-02-20,AAA,56303031,1159873,441503652,293229731
CUST007357,Company_7357,DE,52,10950453,6.97,2045-02-21,BB,7692990,-4738000,89272504,78460600
CUST007358,Company_7358,CA,551111,45239579,8.32,2045-02-22,AA,56326000,8513214,405104443,88406347
CUST007359,Company_7359,CA,5411,42096523,2.71,2045-02-23,BB,79369329,15804202,185376279,86683745
CUST007360,Company_7360,US,2361,20098802,5.49,2045-02-24,B,28818986,7525973,230291874,230217791
CUST007361,Company_7361,DE,2361,31006431,8.28,2045-02-25,AA,69031766,-822730,395726157,109884074
CUST007362,Company_7362,UK,5411,39421413,7.69,2045-02-26,CCC,84563133,19907467,242685794,121090995
CUST007363,Company_7363,DE,2361,25770974,6.64,2045-02-27,BB,79412152,7534555,356516034,253289246
CUST007364,Company_7364,DE,5312,47007612,5.83,2045-02-28,A,83385322,12167986,448900227,210119814
CUST007365,Company_7365,DE,5312,6753460,3.14,2045-03-01,BB,40392383,-668586,194389066,100378979
CUST007366,Company_7366,DE,52,49015195,7.53,2045-03-02,A,14726180,-3376249,47760491,93311518
CUST007367,Company_7367,DE,5312,22371993,6.32,2045-03-03,AAA,15454610,16447298,173776378,125958176
CUST007368,Company_7368,FR,2361,18593380,1.78,2045-03-04,B,98212751,14507286,481469919,74938992
CUST007369,Company_7369,DE,5411,46001483,8.42,2045-03-05,BB,76791343,12292897,321133834,230715839
CUST007370,Company_7370,FR,52,40402142,5.59,2045-03-06,A,92030223,3839154,28396693,180718121
CUST007371,Company_7371,DE,551111,25759125,4.55,2045-03-07,AA,66451992,4404658,203012644,146681556
CUST007372,Company_7372,US,551111,33129925,7.8,2045-03-08,BBB,75229915,1342305,336413945,104496825
CUST007373,Company_7373,FR,551111,24197516,3.35,2045-03-09,AAA,25926823,-763207,208612722,228192382
CUST007374,Company_7374,UK,2361,34423615,9.4,2045-03-10,BBB,58127021,6781068,65827398,279759214
CUST007375,Company_7375,UK,5312,6506348,7.06,2045-03-11,AAA,22645681,13293451,267533644,275397960
CUST007376,Company_7376,DE,5312,3097814,8.18,2045-03-12,A,7869553,6061785,498607375,7467653
CUST007377,Company_7377,UK,5312,22078212,1.97,2045-03-13,CCC,82267690,13650000,326278401,117745540
CUST007378,Company_7378,CA,5312,44920747,5.41,2045-03-14,B,61694247,9245403,121271655,286695919
CUST007379,Company_7379,US,551111,2779885,5.12,2045-03-15,B,41708620,6416927,408663681,196741409
CUST007380,Company_7380,CA,52,16723139,2.12,2045-03-16,B,55272846,17688645,133494149,60250631
CUST007381,Company_7381,CA,2361,36051867,7.68,2045-03-17,B,19908528,19003437,272422985,269752078
CUST007382,Company_7382,US,5411,24889365,9.96,2045-03-18,BBB,97438346,15060842,483385029,148609309
CUST007383,Company_7383,CA,52,6065456,5.51,2045-03-19,A,75840521,7648999,405396125,11808283
CUST007384,Company_7384,CA,52,13642543,5.37,2045-03-20,BBB,78955649,619857,115080474,236071937
CUST007385,Company_7385,DE,5411,10916898,8.42,2045-03-21,CCC,97886421,7309935,60221181,287268219
CUST007386,Company_7386,US,5411,10417071,4.1,2045-03-22,AAA,80308285,11395781,221737722,103998950
CUST007387,Company_7387,FR,52,19027675,7.94,2045-03-23,CCC,79889451,-1210094,141685216,92573982
CUST007388,Company_7388,DE,2361,43531623,1.68,2045-03-24,BB,25823079,-3731920,57378082,104808538
CUST007389,Company_7389,CA,551111,22536307,9.3,2045-03-25,CCC,15701139,8881439,39896661,106319997
CUST007390,Company_7390,DE,5411,2159916,5.49,2045-03-26,B,27456378,14786940,29859004,208194673
CUST007391,Company_7391,UK,52,24103806,8.13,2045-03-27,BBB,63895294,2095218,193989249,49695140
CUST007392,Company_7392,UK,5411,11352816,2.86,2045-03-28,BB,78814541,4239474,11434529,290502170
CUST007393,Company_7393,CA,5312,22019003,3.8,2045-03-29,A,64296490,3383749,273973215,287167841
CUST007394,Company_7394,US,2361,45819137,9.88,2045-03-30,A,11164262,12670081,161173992,12443440
CUST007395,Company_7395,FR,551111,15506953,3.77,2045-03-31,A,69915287,9297386,314930472,163278569
CUST007396,Company_7396,UK,551111,11024411,3.44,2045-04-01,B,82300435,-2119500,227107604,219545429
CUST007397,Company_7397,UK,551111,17052645,3.85,2045-04-02,BB,73576107,17876127,167460886,289003473
CUST007398,Company_7398,CA,5312,29328101,2.88,2045-04-03,A,41744730,16833354,127632173,60473776
CUST007399,Company_7399,FR,5411,41445961,8.04,2045-04-04,BBB,32867365,-172582,89156410,242001807
CUST007400,Company_7400,UK,5411,42176068,3.95,2045-04-05,BBB,10498559,10731524,338331972,260302221
CUST007401,Company_7401,UK,5411,11022700,1.85,2045-04-06,BBB,53117658,-1903459,343766289,250100881
CUST007402,Company_7402,DE,5411,11608517,8.83,2045-04-07,AAA,56868670,-3377696,88755108,238150696
CUST007403,Company_7403,CA,2361,23404301,1.56,2045-04-08,BBB,93945404,15723224,366779866,256110886
CUST007404,Company_7404,CA,551111,48070998,3.62,2045-04-09,BBB,74052866,893600,242889403,46849117
CUST007405,Company_7405,UK,551111,11279878,5.48,2045-04-10,AA,27140761,17645740,51720865,201676132
CUST007406,Company_7406,DE,5312,21391056,5.89,2045-04-11,BBB,71707673,-802833,307418737,74338994
CUST007407,Company_7407,CA,5312,33666422,4.53,2045-04-12,A,42108973,516609,463908731,238595347
CUST007408,Company_7408,CA,551111,8791405,1.94,2045-04-13,CCC,19256659,19628818,51303370,258927363
CUST007409,Company_7409,DE,2361,24986764,8.55,2045-04-14,BB,59263224,2378076,288839957,171803502
CUST007410,Company_7410,FR,551111,6177313,9.51,2045-04-15,AA,82743530,-3605033,71870954,69069028
CUST007411,Company_7411,DE,5312,24660968,7.8,2045-04-16,A,95031673,-4701677,40464575,97245214
CUST007412,Company_7412,CA,2361,19876238,7.71,2045-04-17,BB,25004036,-3738010,219972780,213285243
CUST007413,Company_7413,CA,5312,3038689,1.77,2045-04-18,BB,84179433,14050178,396037270,219367700
CUST007414,Company_7414,US,5411,48527611,7.67,2045-04-19,AAA,57040027,13083153,442634008,230371770
CUST007415,Company_7415,UK,2361,40180412,6.69,2045-04-20,AAA,19410921,13026281,433556195,22350252
CUST007416,Company_7416,DE,5312,22559300,4.48,2045-04-21,BB,21198756,1145127,415514076,218486705
CUST007417,Company_7417,FR,551111,48508791,5.95,2045-04-22,BB,97093527,3417366,141757148,127962053
CUST007418,Company_7418,UK,5312,4681265,8.89,2045-04-23,CCC,5667014,16460228,247164675,237575728
CUST007419,Company_7419,CA,5411,40764887,7.66,2045-04-24,AAA,60989362,-2890129,183681525,274260472
CUST007420,Company_7420,FR,551111,30763888,3.67,2045-04-25,CCC,43398589,16158242,33261842,67059425
CUST007421,Company_7421,FR,551111,10369525,8.22,2045-04-26,AAA,78752618,2660578,366384439,273479540
CUST007422,Company_7422,DE,5312,2315238,3.69,2045-04-27,AA,47896122,-1830202,102728611,13912389
CUST007423,Company_7423,UK,5411,25156369,9.23,2045-04-28,AA,32618269,3026005,450940495,99402296
CUST007424,Company_7424,FR,52,19137657,9.01,2045-04-29,BB,8474890,10627044,409204410,76249783
CUST007425,Company_7425,US,5411,49973503,8.36,2045-04-30,AAA,71041374,11985008,118231238,194945387
CUST007426,Company_7426,CA,2361,46957537,3.1,2045-05-01,BBB,27118331,82030,424287382,56186715
CUST007427,Company_7427,UK,52,9086855,3.41,2045-05-02,CCC,34791220,8379623,221531358,72250128
CUST007428,Company_7428,US,2361,19386342,5.22,2045-05-03,AA,74491586,5835415,418692346,222091967
CUST007429,Company_7429,CA,551111,38607158,9.96,2045-05-04,BBB,16024779,-2097922,301304067,217792954
CUST007430,Company_7430,CA,5312,24344626,9.4,2045-05-05,BB,58681715,18625441,262360138,52236407
CUST007431,Company_7431,US,52,13963413,8.73,2045-05-06,AAA,61662348,1719702,342405564,259870801
CUST007432,Company_7432,US,5312,33061687,2.31,2045-05-07,CCC,84765250,6532167,363975707,194374509
CUST007433,Company_7433,DE,2361,4633879,1.96,2045-05-08,B,50589170,-1689671,90138617,38442876
CUST007434,Company_7434,DE,5411,2938527,9.11,2045-05-09,AAA,60266761,1706359,124792968,24169194
CUST007435,Company_7435,CA,52,13396652,3.47,2045-05-10,BBB,65987094,15333648,197350235,158618867
CUST007436,Company_7436,DE,2361,30866362,2.86,2045-05-11,BB,28886632,11416609,245422292,198917347
CUST007437,Company_7437,FR,5312,9035715,2.17,2045-05-12,BBB,26441575,2176158,176744859,68163711
CUST007438,Company_7438,US,2361,26401116,3.39,2045-05-13,A,43392026,10917697,88745443,130248377
CUST007439,Company_7439,US,5312,37793254,4.35,2045-05-14,AA,7780091,2825731,404022354,150458699
CUST007440,Company_7440,DE,5312,31260901,3.35,2045-05-15,BB,43838962,13439139,72591547,204577920
CUST007441,Company_7441,DE,5411,19450800,4.75,2045-05-16,AA,34990157,3107804,15153482,87652265
CUST007442,Company_7442,FR,5312,29839564,6.21,2045-05-17,CCC,41941102,16731619,35120362,74452700
CUST007443,Company_7443,FR,5312,11984777,2.09,2045-05-18,BB,6035381,7658803,431334915,122976634
CUST007444,Company_7444,US,551111,30680506,4.11,2045-05-19,B,72863106,15796647,476605762,118469662
CUST007445,Company_7445,FR,551111,14308687,8.26,2045-05-20,A,77319414,-2256922,450592692,170295695
CUST007446,Company_7446,CA,52,43324343,6.86,2045-05-21,BBB,78402148,10517361,105912905,299929123
CUST007447,Company_7447,US,5411,10896176,1.71,2045-05-22,BBB,48898338,14559751,20761792,269722811
CUST007448,Company_7448,CA,52,23500629,3.75,2045-05-23,AA,58795050,5870606,402155009,134906467
CUST007449,Company_7449,US,551111,9895024,1.57,2045-05-24,B,85158186,-824591,409975716,82108795
CUST007450,Company_7450,DE,2361,42105717,2.76,2045-05-25,A,81577617,1996440,200120424,277173959
CUST007451,Company_7451,FR,5312,41937889,3.07,2045-05-26,A,87965976,1618395,119397017,165266597
CUST007452,Company_7452,FR,551111,10956610,9.33,2045-05-27,AAA,68018824,1037907,333125421,46331191
CUST007453,Company_7453,UK,5312,25897949,9.29,2045-05-28,BB,40015524,16862455,429791202,140448580
CUST007454,Company_7454,DE,5312,21859744,5.13,2045-05-29,BBB,97072346,16066179,498391190,33660195
CUST007455,Company_7455,CA,2361,39727970,6.13,2045-05-30,AA,85255152,18537453,285309363,204676777
CUST007456,Company_7456,CA,5411,6794956,9.35,2045-05-31,BB,69305821,14654943,291575941,55419148
CUST007457,Company_7457,US,551111,32938465,1.86,2045-06-01,AA,75242531,-4815556,482722822,7551126
CUST007458,Company_7458,DE,551111,20723789,3.8,2045-06-02,BBB,82016523,19458653,315258814,157678610
CUST007459,Company_7459,DE,551111,25379319,5.26,2045-06-03,BB,47277629,-3707800,302390930,149489318
CUST007460,Company_7460,UK,5411,10777585,6.34,2045-06-04,BB,16800732,16218557,57685580,267101378
CUST007461,Company_7461,US,52,21137088,9.54,2045-06-05,BB,54354058,18430993,113350201,240834982
CUST007462,Company_7462,UK,52,38370142,5.21,2045-06-06,CCC,85765759,17536913,478917453,21416695
CUST007463,Company_7463,US,2361,49627127,5.85,2045-06-07,CCC,37893326,10728159,298399328,102834678
CUST007464,Company_7464,DE,5312,30070128,4.71,2045-06-08,CCC,83840842,9508474,48093634,50915478
CUST007465,Company_7465,FR,2361,1204435,9.26,2045-06-09,A,83202177,12855878,461174508,140724526
CUST007466,Company_7466,FR,52,15112875,9.14,2045-06-10,AAA,20484187,11036873,470482359,65572927
CUST007467,Company_7467,UK,2361,14506648,5.77,2045-06-11,AA,53369132,-3643758,158475110,114210940
CUST007468,Company_7468,FR,5411,41407803,4.94,2045-06-12,BBB,40332044,-1726032,194958680,65958392
CUST007469,Company_7469,FR,5411,20828636,8.05,2045-06-13,B,6798137,13522762,55696235,120279038
CUST007470,Company_7470,UK,551111,35846652,2.42,2045-06-14,BBB,81621096,6499507,325711978,194536822
CUST007471,Company_7471,FR,551111,11886770,6.96,2045-06-15,BBB,36557036,-4191380,387032879,283400101
CUST007472,Company_7472,DE,551111,37883188,6.65,2045-06-16,A,18162955,10562826,315130645,265605441
CUST007473,Company_7473,DE,5411,11423426,5.2,2045-06-17,A,73512640,9688297,338477948,60725863
CUST007474,Company_7474,CA,5411,12342568,8.96,2045-06-18,A,88856173,5067489,323924769,166983664
CUST007475,Company_7475,FR,551111,15580326,9.95,2045-06-19,AAA,43265376,1211131,494157170,154182832
CUST007476,Company_7476,UK,5411,31990239,8.13,2045-06-20,AAA,84724744,2509055,425863396,32574826
CUST007477,Company_7477,FR,52,21338909,5.17,2045-06-21,BBB,90799644,4881674,137006644,138972444
CUST007478,Company_7478,DE,551111,32486066,1.74,2045-06-22,AAA,58710798,6402106,108780742,205698361
CUST007479,Company_7479,DE,5411,22501306,7.92,2045-06-23,B,18756130,2860672,125503777,66021888
CUST007480,Company_7480,US,5411,26820888,6.36,2045-06-24,A,26210592,2121476,92373946,147564391
CUST007481,Company_7481,US,5312,46924298,9.59,2045-06-25,B,59680343,14349194,400652943,157805780
CUST007482,Company_7482,DE,2361,16956620,9.05,2045-06-26,B,80393812,19769786,247054220,154971697
CUST007483,Company_7483,UK,52,42392928,8.05,2045-06-27,BB,75038788,18270895,475682412,298721432
CUST007484,Company_7484,FR,5312,40874847,6.59,2045-06-28,B,95176378,12914246,302823412,8826514
CUST007485,Company_7485,FR,551111,17303066,7.71,2045-06-29,BB,88089313,-3621021,460251207,185306480
CUST007486,Company_7486,DE,5411,22583767,9.19,2045-06-30,BB,28751541,2230010,126827370,286337632
CUST007487,Company_7487,FR,5411,11002052,2.03,2045-07-01,A,54465477,9378420,415718754,125190286
CUST007488,Company_7488,DE,5312,45221531,9.53,2045-07-02,A,77920245,2104653,238345269,87792045
CUST007489,Company_7489,CA,52,23113910,4.07,2045-07-03,A,82861137,5728100,60674669,272431023
CUST007490,Company_7490,DE,551111,9853901,3.77,2045-07-04,CCC,88000833,609380,342530428,101509683
CUST007491,Company_7491,UK,5411,9769474,2.35,2045-07-05,AAA,37728054,18165254,85973119,241057024
CUST007492,Company_7492,FR,5312,45830999,7.48,2045-07-06,A,83491433,14981573,407867803,151465071
CUST007493,Company_7493,DE,2361,36188460,6.41,2045-07-07,BB,21790415,17568441,288353561,144652020
CUST007494,Company_7494,US,2361,21852305,6.93,2045-07-08,BBB,49539034,13177396,433290202,92513882
CUST007495,Company_7495,CA,5411,12962394,2.13,2045-07-09,CCC,73614520,3882409,453304060,41913741
CUST007496,Company_7496,US,5411,43559145,4.11,2045-07-10,A,12390099,4898749,318208522,74891457
CUST007497,Company_7497,US,52,22936947,7.9,2045-07-11,CCC,52944662,15262174,272723190,246674172
CUST007498,Company_7498,DE,5312,6059246,3.36,2045-07-12,BBB,31107331,17472439,286593217,159552805
CUST007499,Company_7499,US,52,22294392,3.19,2045-07-13,B,70858258,3887529,167202265,54103212
CUST007500,Company_7500,FR,52,41807737,8.37,2045-07-14,BB,23167363,-3372466,208332067,137664232
CUST007501,Company_7501,CA,2361,31044138,1.82,2045-07-15,BB,26714653,-2186295,189055649,194313541
CUST007502,Company_7502,CA,2361,26437189,9.14,2045-07-16,CCC,62641485,17241749,112174542,120947736
CUST007503,Company_7503,FR,52,28273728,1.92,2045-07-17,AA,77624045,-2719698,334265452,121530634
CUST007504,Company_7504,CA,52,42106766,9.74,2045-07-18,A,47759078,19733740,403030737,257532007
CUST007505,Company_7505,US,2361,46387516,2.0,2045-07-19,AAA,79777672,-2040031,192436589,11106052
CUST007506,Company_7506,FR,551111,13002478,4.36,2045-07-20,BB,59422496,18226324,106557355,182516263
CUST007507,Company_7507,FR,5312,47188024,4.48,2045-07-21,CCC,49455971,14242628,17414949,265751314
CUST007508,Company_7508,DE,5312,20963412,4.62,2045-07-22,A,16095330,8603560,56306495,66975336
CUST007509,Company_7509,CA,5312,21849360,8.06,2045-07-23,CCC,17640713,-4576771,462653255,105997704
CUST007510,Company_7510,FR,5411,8671557,7.24,2045-07-24,BBB,21795241,12112829,370925202,100581779
CUST007511,Company_7511,US,551111,41820721,8.68,2045-07-25,BBB,50426443,14462323,417191115,6225208
CUST007512,Company_7512,US,551111,34125913,2.94,2045-07-26,BBB,9953346,15808310,386624400,66639196
CUST007513,Company_7513,US,5312,30141380,8.5,2045-07-27,B,94543032,16781781,234881464,293728260
CUST007514,Company_7514,DE,551111,36561833,8.68,2045-07-28,BB,96238592,1595965,457079163,144163167
CUST007515,Company_7515,FR,2361,49517576,2.79,2045-07-29,AAA,98066588,3794032,301901736,185730335
CUST007516,Company_7516,CA,52,26156079,2.32,2045-07-30,AA,92018000,3112936,22748608,64570069
CUST007517,Company_7517,FR,52,18541974,1.61,2045-07-31,BBB,76343782,1790036,125978516,32777113
CUST007518,Company_7518,FR,52,4280488,1.83,2045-08-01,CCC,47436817,-1597417,387456135,89015679
CUST007519,Company_7519,US,2361,42387961,8.53,2045-08-02,A,90512688,4666169,436328194,40685032
CUST007520,Company_7520,DE,5312,3652647,6.63,2045-08-03,AAA,21384083,804097,134070923,29871907
CUST007521,Company_7521,UK,551111,1300710,5.52,2045-08-04,AA,46600259,4711933,470149213,195129425
CUST007522,Company_7522,FR,551111,37650184,5.15,2045-08-05,B,98981967,-4824494,487384929,97763517
CUST007523,Company_7523,CA,2361,22554581,8.51,2045-08-06,CCC,22165842,4518380,290749745,266486144
CUST007524,Company_7524,US,52,10771855,4.71,2045-08-07,A,69544247,16895853,59197589,143738577
CUST007525,Company_7525,FR,5312,19882775,9.13,2045-08-08,AAA,43047480,-433366,458200544,163098093
CUST007526,Company_7526,CA,5312,17765917,8.72,2045-08-09,AAA,96496464,12665864,270969014,145180462
CUST007527,Company_7527,DE,2361,25791421,1.59,2045-08-10,CCC,5473292,16704475,357858274,240258000
CUST007528,Company_7528,UK,5411,28157204,5.14,2045-08-11,BB,76468830,16382026,333843761,256657116
CUST007529,Company_7529,UK,2361,11987443,1.68,2045-08-12,AA,94331587,9469419,285759830,50844653
CUST007530,Company_7530,FR,5411,39683362,5.91,2045-08-13,BB,62620291,16383732,95791254,147499875
CUST007531,Company_7531,US,5411,8984790,4.96,2045-08-14,CCC,44088279,19191422,232900405,77947675
CUST007532,Company_7532,DE,2361,45986780,3.39,2045-08-15,BBB,82968790,4885827,433494091,200006770
CUST007533,Company_7533,US,2361,18787931,8.49,2045-08-16,AA,76408079,14987194,410001258,244700158
CUST007534,Company_7534,CA,52,46951706,1.64,2045-08-17,AA,27688789,13729634,149903568,163490206
CUST007535,Company_7535,FR,5312,41397345,8.36,2045-08-18,A,21477069,19556345,445184110,115743704
CUST007536,Company_7536,US,5411,21001908,4.09,2045-08-19,AA,53664764,16257400,377305449,292285866
CUST007537,Company_7537,UK,52,30155007,1.5,2045-08-20,CCC,42726740,18564292,97007026,272175470
CUST007538,Company_7538,UK,5312,31622705,4.74,2045-08-21,AAA,64042160,6034557,196468480,196737373
CUST007539,Company_7539,DE,52,3907564,5.41,2045-08-22,B,51275656,9410181,365475443,97080515
CUST007540,Company_7540,CA,551111,33141458,5.9,2045-08-23,A,66674189,3962244,23238308,142443319
CUST007541,Company_7541,DE,5312,39574515,4.02,2045-08-24,AAA,69294554,-1629297,392178660,107154618
CUST007542,Company_7542,FR,52,20136983,8.68,2045-08-25,A,94768406,12088431,479281308,286110141
CUST007543,Company_7543,CA,551111,34991887,5.13,2045-08-26,BBB,35867037,1497826,197239596,223041630
CUST007544,Company_7544,UK,5411,19690998,5.16,2045-08-27,BB,29440400,6656764,57653920,144299133
CUST007545,Company_7545,UK,2361,49083296,7.68,2045-08-28,CCC,74149538,7588816,64259225,117891739
CUST007546,Company_7546,FR,2361,9114641,7.56,2045-08-29,BB,63029280,10721746,436928045,205167172
CUST007547,Company_7547,DE,2361,37257862,6.62,2045-08-30,B,38644878,17321583,84635540,152210662
CUST007548,Company_7548,FR,5312,28029235,2.95,2045-08-31,AAA,9078461,19078150,135597015,212141618
CUST007549,Company_7549,CA,5312,42681733,1.6,2045-09-01,BB,99830653,17075050,435379101,49370364
CUST007550,Company_7550,CA,551111,25245722,4.71,2045-09-02,AA,46182840,-961471,380607245,69270938
CUST007551,Company_7551,FR,5312,1297504,9.92,2045-09-03,AAA,38200350,3685757,436827868,274982183
CUST007552,Company_7552,UK,5312,38255547,4.11,2045-09-04,B,34804155,5393361,261401135,248916267
CUST007553,Company_7553,CA,2361,10006029,9.58,2045-09-05,CCC,68205266,12379317,385792215,255273404
CUST007554,Company_7554,DE,5411,32742758,9.43,2045-09-06,AAA,41338036,1506559,101852186,49198153
CUST007555,Company_7555,DE,52,31412616,7.62,2045-09-07,AAA,63927360,4411668,230817027,9332185
CUST007556,Company_7556,UK,551111,45461997,6.5,2045-09-08,AAA,67024981,19810935,358059229,161957800
CUST007557,Company_7557,CA,2361,11647528,4.62,2045-09-09,A,77278416,14182758,260596186,69493155
CUST007558,Company_7558,US,5312,48168626,5.98,2045-09-10,B,30334129,180612,374798233,18983790
CUST007559,Company_7559,US,551111,32112123,6.7,2045-09-11,A,52701125,11899354,289909724,48173595
CUST007560,Company_7560,FR,5312,29195711,6.86,2045-09-12,CCC,60648951,17889486,144667356,245804812
CUST007561,Company_7561,FR,5312,1810812,8.48,2045-09-13,CCC,55063485,8571216,349047190,194459176
CUST007562,Company_7562,US,2361,31836191,8.75,2045-09-14,B,64292183,6842149,354945795,63689785
CUST007563,Company_7563,UK,551111,1301285,8.02,2045-09-15,BBB,78579071,7442914,207546564,79660542
CUST007564,Company_7564,US,5411,30621458,2.43,2045-09-16,AAA,45969803,16034441,59227556,23299382
CUST007565,Company_7565,CA,52,25957053,9.12,2045-09-17,AAA,75275713,18454100,141575076,19205642
CUST007566,Company_7566,DE,2361,34127224,8.21,2045-09-18,AA,97667578,5077607,481178098,275324719
CUST007567,Company_7567,DE,551111,19751233,7.14,2045-09-19,CCC,9818165,12659254,254122234,104256853
CUST007568,Company_7568,FR,2361,9316556,6.73,2045-09-20,BB,81143382,-3891189,313493083,199230472
CUST007569,Company_7569,CA,5312,48507602,5.77,2045-09-21,BBB,40245748,17833363,232592910,184524557
CUST007570,Company_7570,CA,2361,26711799,5.18,2045-09-22,A,36830970,-65305,283657897,5525087
